i,side,s,qty,price,fee,reason,terminal
261,buy,SILVERBEES.NS,91,58.98069184722901,12.700109835768018,,
261,buy,INDIGRID.NS,56,96.34651502186897,12.766747215831668,,
261,buy,LIQUIDBEES.NS,3,867.3812896183849,8.986730712976573,,
282,buy,ADANIPOWER.NS,44,67.68111847229005,9.432544507400072,,
282,buy,ADANIENT.NS,1,3639.747894980802,10.217563586471497,,
282,buy,BDL.NS,7,479.11963854208403,9.878409206444555,,
282,buy,BLS.NS,14,167.4672444328638,8.681155992924657,,
282,buy,ITC.NS,24,292.7412736364059,16.62460831083788,,
282,buy,ELECON.NS,14,199.48292490337056,9.21284564906996,,
282,buy,HSCL.NS,36,102.75520424984003,10.288072216992948,,
282,buy,POONAWALLA.NS,13,305.39452065668854,10.609469968586513,,
282,buy,TIINDIA.NS,1,2849.723241139478,9.280415801443917,,
282,buy,HAL.NS,3,1219.2458258488548,10.238903297040151,,
282,buy,M&M.NS,5,1292.0191842271627,15.28604693108551,,
282,buy,ASAHIINDIA.NS,8,612.0273211046622,11.708021768037593,,
282,buy,APARINDS.NS,1,1412.7996250829049,7.5758996480635945,,
282,sell,SILVERBEES.NS,45,57.42101367645264,27.07755162930531,scheduled,False
282,sell,INDIGRID.NS,28,96.9765788968224,27.213710268430283,scheduled,False
282,sell,LIQUIDBEES.NS,1,869.2391513301934,25.300728208826282,scheduled,False
282,buy,ADANIPOWER.NS,22,67.68111847229005,7.666272253700035,,
282,buy,BDL.NS,4,479.11963854208403,8.173376689396887,,
282,buy,BLS.NS,7,167.4672444328638,7.290577996462328,,
282,buy,ITC.NS,12,292.7412736364059,10.067087720727429,,
282,buy,ELECON.NS,7,199.48292490337056,7.556422824534979,,
282,buy,HSCL.NS,18,102.75520424984003,8.094036108496473,,
282,buy,POONAWALLA.NS,7,305.39452065668854,8.435868444623507,,
282,buy,HAL.NS,1,1219.2458258488548,7.346301099013384,,
282,buy,M&M.NS,2,1292.0191842271627,8.9652534976581,,
282,buy,ASAHIINDIA.NS,4,612.0273211046622,8.804010884018796,,
292,sell,M&M.NS,5,1171.6315331657868,31.483001331109396,stop,False
292,sell,M&M.NS,2,1171.6315331657868,26.8281501141725,stop,False
303,sell,APARINDS.NS,1,1517.3805601028594,25.972349188273146,scheduled,False
303,sell,ASAHIINDIA.NS,8,603.6444629377485,29.404096698017053,scheduled,False
303,sell,ELECON.NS,14,221.3299568802873,27.610869982575256,scheduled,False
303,sell,HAL.NS,3,1321.894958792051,28.509345776707757,scheduled,False
303,sell,TIINDIA.NS,1,2923.4075805897146,27.429310943604158,scheduled,False
303,buy,ATGL.NS,1,3591.584546885405,10.160430970713687,,
303,buy,TATAINVEST.NS,30,223.6614863031532,15.87700872267495,,
303,buy,KARURVYSYA.NS,44,79.77343217303618,10.06369005152725,,
303,buy,NAVA.NS,61,87.48470445775152,12.6275235197051,,
303,buy,GOLDBEES.NS,2,46.02516522216797,6.009192495281663,,
303,sell,SILVERBEES.NS,5,64.31273139038086,24.733212621988645,scheduled,False
303,sell,INDIGRID.NS,28,93.41730827728684,27.110440423234316,scheduled,False
303,sell,ASAHIINDIA.NS,4,603.6444629377485,26.902048349008524,scheduled,False
303,sell,ELECON.NS,7,221.3299568802873,26.00543499128763,scheduled,False
303,sell,HAL.NS,1,1321.894958792051,25.76978192556925,scheduled,False
303,buy,TATAINVEST.NS,15,223.6614863031532,9.879696053771662,,
303,buy,KARURVYSYA.NS,22,79.77343217303618,7.981845025763625,,
