date,current_200_63,faster_100_63,faster_50_63,monthly_200_21,crossing_200_63,no_market_gate_63,core_plus_dip,core_plus_index,index_hold,index_dip
2023-09-26,138852.38839248376,137373.50628314534,124377.40109018752,117217.45509634218,116923.95401617522,126327.79459051802,128885.16249780747,133494.75313015224,115488.79142095179,100000.0
2023-09-27,139138.25085357385,138535.94448123494,124532.1208434529,117356.8262969037,117067.2260994577,126758.44359640792,129020.82931833359,133786.8384077096,116012.49625493615,100000.0
2023-09-28,138985.82604888635,138149.41422305623,124364.11979059645,117319.16449270448,116905.1235603952,126925.0786672087,128855.22619180771,133338.41634197475,115065.5898065719,100000.0
2023-09-29,140360.82141402917,139061.56487689534,124743.72848658034,118395.38672170839,117275.38231131072,127709.02512793257,129926.1856072435,134564.2150823617,115584.00754644007,100000.0
2023-10-03,141333.78004363732,140364.47483096638,124983.2643866963,118865.82927999696,117502.08836218352,128743.05157522872,130513.93618326279,134965.52681560756,114959.79142095179,100000.0
2023-10-04,140072.31141570763,138389.27159152547,124619.94551615187,118126.87733755312,117146.32713171477,127972.84619955733,129514.67830972763,133781.40682049037,114340.85431768032,100000.0
2023-10-05,139431.34194472985,138246.45216784993,124563.03054956862,118120.40196523866,117094.88369986053,127561.08511786177,129058.49631433579,133503.7655965829,114938.62690068812,100000.0
2023-10-06,139424.55024627404,138093.9603045992,124479.82483057448,117905.35658559999,117016.37752005096,127335.36809591964,129106.89869241806,133724.3873960519,115515.23496343226,100000.0
2023-10-09,136561.56353286462,133613.41727862874,123311.79406504103,116307.3237944623,115882.58603521819,125462.05659918502,126971.00552301499,131408.37432308437,114912.17528630822,100000.0
2023-10-10,138845.73889068322,136785.53796420613,123926.96201853224,116903.60403738222,116481.52323004241,126453.97150473311,128784.25109415146,133482.32134075405,115785.03012944788,100000.0
2023-10-11,136086.48713247312,132861.18551254523,121745.59030445751,115990.81091772007,114401.27154774223,123560.25941798722,126862.15880513092,131817.7674123292,116647.2946405563,100000.0
2023-10-12,136388.9606355859,132819.29695511115,122453.49741657909,116604.79981695102,115031.87987751518,124216.80514094865,126997.51270222565,131927.8431416993,116562.66077519982,100000.0
2023-10-13,136953.99786703123,133356.11448288214,122700.97246845897,116855.90104375767,115230.65885395561,124450.51013515031,127424.3267967691,132270.91742911388,116282.29142095179,100000.0
2023-10-16,137516.44079153074,133228.5964012171,123069.93831928905,117325.65093694614,115684.36135334526,124805.47658107316,127860.40291523834,132680.13142600108,116192.35431768032,100000.0
2023-10-17,139831.61205617918,134501.23624801886,124916.26188954052,119136.5280960648,117375.42442554985,126567.0773958925,129534.99660420319,134457.42656149913,116536.20916081996,100000.0
2023-10-18,138709.46912710203,133927.85357284796,123851.5541869038,118060.71135412143,116412.15745777641,125504.15306422746,128885.27121662995,133594.40020957042,115822.05593206019,100000.0
2023-10-19,138328.48681203855,133530.9785118128,123906.81580647167,118034.39353643345,116512.90436787163,125343.42418239152,128544.09822773834,133169.4874135499,115541.68657781214,100000.0
2023-10-20,138014.93646566404,133883.9746131922,123494.37932118114,117768.46217809604,116081.79315418754,125175.08005855119,128348.05124592682,132756.98120322276,114816.95916081996,100000.0
2023-10-23,133162.79733602537,130776.69675064339,120561.02646931347,114704.95802007602,113371.14052814995,121962.74360225236,124549.82630085846,128622.21548667003,113690.18657781214,100000.0
2023-10-25,132173.61372138414,130036.21349716438,120282.53601368603,114370.64438329624,113094.36252064262,121657.82351666389,123677.66909155171,127483.03789162108,112796.17528630822,100000.0
2023-10-26,131703.07417524868,129816.10004043831,119869.98121245856,113972.22351895591,112663.73983296499,121176.584991113,123370.61746391749,126743.06780695562,111346.72045232388,100000.0
2023-10-27,133576.39227522427,131109.71152115118,121198.13833220954,115437.33953152916,113835.47980794057,122509.7345577634,124725.92949089503,128387.5201232398,112314.79142095179,100000.0
2023-10-30,133928.73718489223,131551.90951919806,121329.30040343756,115404.61796628257,113977.04703053579,122629.87310756808,125028.87429985499,128840.56445002202,112817.3398065719,100000.0
2023-10-31,134029.78071821743,131335.26991653693,120937.40320189948,115020.04089413902,113687.61506947622,122159.71540798312,125333.881532521,129060.25033259038,112531.67528630822,100000.0
2023-11-01,134025.6966270309,131473.34448623908,120874.48149474616,114976.30052243492,113658.33401784048,122092.37887539035,125315.27908501124,128885.22942804937,112007.97045232388,100000.0
2023-11-02,133724.9336646896,131185.07123947394,120748.50342925543,114735.06086026451,113519.1030989562,121827.16023983127,125083.6245592544,128914.27393793706,112880.8172235641,100000.0
2023-11-03,133762.7789558273,131208.31155014288,120948.41343291754,114785.62162076255,113677.46039876089,122018.1887890256,125112.34294304346,129108.89280390386,113436.26883794398,100000.0
2023-11-06,134257.910234819,131680.00297165167,121201.32862456793,115117.83953152916,113935.59240254507,122263.32158626681,125551.11867699122,129843.12776636724,114425.49625493615,100000.0
2023-11-07,134967.797205339,131840.47855758917,121631.05483611579,115640.11296902916,114390.02721699819,122760.82476009494,126271.77530083155,130552.72564386968,114388.47045232388,100000.0
2023-11-08,136839.37034834438,133158.90800094855,122645.43996795172,116885.26184903404,115356.05585774526,123966.48766292697,127787.0440615127,132121.71382593754,114568.328515068,100000.0
2023-11-09,136581.19745100552,132596.8782005335,122689.03770049567,116814.29055081627,115373.18877705678,123930.45923580295,127671.56688866114,131922.49684595707,114287.95916081996,100000.0
2023-11-10,137059.5873969894,132849.0450553919,123037.83956511969,116362.72563290552,115675.33312520132,124446.23610653049,128005.48394951319,132246.9342925513,114256.22045232388,100000.0
2023-11-13,137450.5727485519,133209.7227973963,123357.26946624274,117681.58735394434,115961.7304640685,124930.24525417453,128214.784997792,132505.21495508793,114420.20916081996,100000.0
2023-11-15,137571.41560591274,133066.01936722052,123797.9161337232,118033.28654980616,116337.96992024526,125151.59327663547,128344.44465813135,133017.23432612064,115700.38819219203,100000.0
2023-11-16,137613.8012565475,132990.34035110724,124230.57442840094,118007.88074994044,116719.52891072378,125622.5672756589,128215.86119255518,133076.67124628666,116329.89948369592,100000.0
2023-11-17,140545.80608595425,135830.41623306525,126029.80041869635,120275.80734753565,118310.20178517446,127773.17602504855,130520.29027733301,135358.98042750004,116255.8398065719,100000.0
2023-11-20,141640.8472923141,136338.97346115363,127632.68515380377,121718.15455746607,119665.34202870473,129470.21993221408,130948.91051659083,135681.7409560645,115901.41077519982,100000.0
2023-11-21,142558.233042131,137363.82499313605,128030.36484130377,122695.59018826441,119980.30331715688,129984.77764095431,131720.2075518081,136617.35693049076,116451.5672235641,100000.0
2023-11-22,141239.18219221645,136359.253055575,127379.02627166266,121367.99218487696,119379.18653401479,128994.5580746091,130669.76558098292,135589.03486323002,116525.62690068812,100000.0
2023-11-23,141142.00586927944,136324.4027519251,127075.90376647467,121427.96852993921,119144.62562855825,128925.68334163791,130581.32031425928,135505.3294036353,116541.49625493615,100000.0
2023-11-24,141571.4930900436,136816.96921921027,127230.74156554694,122069.318028688,119299.11111744985,129304.79009212619,130891.22287926172,135802.5916793311,116499.17528630822,100000.0
2023-11-28,140970.65524519497,136085.17414474738,127099.90022643561,121557.50644040064,119218.92636403188,128823.75453914767,130460.09606346583,135542.10515284183,117070.49625493615,100000.0
2023-11-29,140836.25615919643,136036.65407181036,127215.61330016608,121842.85189175562,119306.6266661559,128728.89552272922,130360.95639976954,135774.766453501,118181.39948369592,100000.0
2023-11-30,140732.14926374966,135490.05922317755,127448.8780630445,122185.49567151026,119453.6566725646,128817.91255153781,130322.15103325342,135810.221279856,118430.03012944788,100000.0
2023-12-01,141515.68748701626,136056.53415298712,128138.48132689948,123274.03641247706,120098.48152455434,129677.87548793918,130759.50633415674,136503.53580927494,119287.00754644007,100000.0
2023-12-04,142551.58402479702,136645.03813553107,129129.0790975904,124413.30048108057,121069.57949360952,130606.32505764133,131391.19016441796,137835.1584823096,121630.47367192835,100000.0
2023-12-05,142515.72085798794,136970.04907608283,128760.53509887213,125086.26168942408,120704.3094359313,130608.6346737302,131348.49847588036,138089.50756525638,122624.99625493615,100000.0
2023-12-06,142385.3450797897,136581.41667557013,128466.6608389234,124997.3764774795,120539.99923237905,130290.39280666476,131297.53242668603,138177.58228754642,123090.51883794398,100000.0
2023-12-07,142002.98887861782,136677.46474075568,127877.32021697516,124827.77615094141,120006.38633259878,129703.46015895969,131144.76686272118,138007.43662714603,123032.328515068,100000.0
2023-12-08,142146.4033912521,136945.48531723273,127672.89265807623,125093.17029690699,119842.90742787466,129676.37927974826,131365.79524406884,138312.2048156226,123312.69786931606,100000.0
2023-12-11,145480.6048530441,139896.69534683478,129470.45061858649,126660.76097989039,121502.69915303335,131496.95294155247,133930.21973595116,140944.56815027836,123540.16399480433,100000.0
2023-12-12,146105.17801893764,140285.03448868048,129543.81048949713,126918.1271793838,121628.56497487173,131594.75491298802,134407.55921349023,141290.76974939945,123101.10109807581,100000.0
2023-12-13,146603.76587904507,140708.4621849085,129892.38994201178,124857.46472566601,121953.3949461852,132107.42273677952,134791.99263176415,141705.2211425269,123201.60431768032,100000.0
2023-12-14,149167.5385917526,143554.51444626105,130312.14502318854,125739.06013887402,122322.71367177114,132308.6059490598,136901.07596764062,144263.02631067875,124703.97045232388,100000.0
2023-12-15,150660.59150160366,144774.62028885138,131499.05739959233,126313.01090639111,123346.00182637319,133346.7201992429,138017.6400240371,145795.12872767093,126095.23496343226,100000.0
2023-12-18,150913.87844313198,144741.01308059943,131928.92983611577,126375.57163637158,123754.74422749624,133953.93501247533,138081.9232119033,145851.51384424808,126068.79142095179,100000.0
2023-12-19,152217.2951377731,146302.22818374884,131880.9568670606,127299.3894006538,123721.70038136587,133721.8292843259,139254.0461443374,147044.17513727787,126137.55593206019,100000.0
2023-12-20,147382.0268653732,142622.4429283167,128907.37717040534,125038.54488008496,121087.88583668813,130545.59751094943,135632.7080858657,142877.73756098392,124312.50754644007,100000.0
2023-12-21,151080.42560041958,145765.5631828333,130813.47402556891,126133.44444673535,122852.80533894643,132574.77004207738,138502.82050499413,145961.1509444678,125026.66077519982,100000.0
2023-12-22,151486.31863630825,145822.47472763312,131519.8240316724,126369.83674257275,123523.83222493276,133341.57193721898,138661.5963686416,146262.1258437598,125502.75754644007,100000.0
2023-12-26,151762.40866316372,145756.38028335822,131769.20888122075,126667.96829622265,123730.1982451354,133732.45086635716,138892.34338554833,146718.81170343998,126259.22367192835,100000.0
2023-12-27,151618.46270979458,145403.2166481043,131872.67065032476,126650.5808145332,123756.14921101675,133882.53167690404,138719.39216789696,146858.70222162845,127306.64948369592,100000.0
2023-12-28,151659.5908988815,145206.0910835291,132180.78800567143,126254.44238679882,124007.68291768178,134410.98731960423,138618.33735832665,146955.14741205814,127967.89948369592,100000.0
2023-12-29,153102.02849043423,146870.95902633917,132817.56270965093,126805.76009767529,124586.81476887807,135014.2885662473,139747.78597435448,148004.01448511722,127698.10431768032,100000.0
2024-01-01,154831.17633284145,148421.82648086798,134252.442622981,127498.34036653515,125923.97819050893,136463.36044277318,140911.09880241845,149277.92924189212,128068.41077519982,100000.0
2024-01-02,155884.53422010952,149351.05987930548,134948.72365935796,127636.36616151806,126649.30834492788,137442.65487636693,141675.12679466698,149861.8373305762,127465.35109807581,100000.0
2024-01-03,155772.5975669723,149183.01569748175,134593.0782125806,127520.01807039257,126327.77616414175,137082.0855938352,141686.89255699608,149641.34290003421,126687.72045232388,100000.0
2024-01-04,156594.95353926235,149675.1240119959,135441.583247981,127891.33195131298,127054.68433674917,137972.1380459226,142225.97087273095,150426.9008300269,127512.95916081996,100000.0
2024-01-05,156656.4983848434,149743.4278602625,135744.61274322026,128034.34652345654,127282.27355488882,138349.91116298802,142136.85551628564,150407.30585932377,127745.72045232388,100000.0
2024-01-08,157865.67637861782,150968.77672958624,137468.01543029302,128681.7840844917,128760.41940602407,139992.801246301,142698.27816185448,150643.24647974613,126655.97367192835,100000.0
2024-01-09,158289.18097914272,151325.22220230353,137916.69185241216,129226.92639558789,129161.87901600942,140503.53167690404,142922.44236168358,150883.2116439307,126708.87690068812,100000.0
2024-01-10,159309.159403215,152427.63582229865,138175.66651519292,129262.9717141914,129388.61039265737,140739.62483181126,143803.3746736953,151918.9832808936,127227.2946405563,100000.0
2024-01-11,161162.55788649136,154198.4274711634,138653.29563506597,129894.96423738476,129817.05121907339,141249.22722591527,145505.90890678857,153638.8976104224,127285.48496343226,100000.0
2024-01-12,153295.08196519926,146835.402448726,135101.3973693038,128809.23987856334,126467.67386500744,136850.61311287532,139546.1194879004,148130.98828796978,128798.42528630822,100000.0
2024-01-15,154618.42416643217,148003.65066726238,136358.46325675497,130016.53126802867,127569.43978373913,138060.61497826228,140562.42276014772,149517.0133924925,130036.29142095179,100000.0
2024-01-16,156321.43099474028,150080.33726317913,138211.60516349325,131078.60547914926,129222.79007594494,139969.7141260589,142104.9676934668,150928.41803650497,129597.22045232388,100000.0
2024-01-17,155594.7607676895,149391.68953139812,137415.86213675985,130191.04188051647,128497.22062175183,139207.15855736384,141562.90271772828,149618.47296433087,127026.28012944788,100000.0
2024-01-18,154504.30253099516,148062.28132445842,136395.9845427657,129199.29520693248,127594.10320155529,138110.87850899348,140743.71996702638,148661.8285742247,126566.0446405563,100000.0
2024-01-19,155605.7013270767,149055.09076507122,137659.75695792685,130499.95260897106,128769.2115923634,139314.52823586116,141605.79732908693,149783.0258398497,127433.60431768032,100000.0
2024-01-23,152866.07947038725,146170.62837417156,134645.2535246993,127378.11014070934,126122.4406687489,136513.5641664947,139530.48280348268,147031.4715071165,125169.48496343226,100000.0
2024-01-24,154618.83675645903,148318.7251263383,136578.95841971884,129905.78844728893,127890.70993678478,138336.748336264,140888.3700524756,148771.7184668028,126449.66399480433,100000.0
2024-01-25,156451.43261217192,149754.25000197918,138339.51980582724,130951.81789675182,129497.0856119862,140062.01216454158,142318.3004380652,150021.52894882797,125846.60431768032,100000.0
2024-01-29,157256.56792711333,150289.32058913738,139297.6903533126,131788.48646059458,130288.42580668835,140855.3439058746,142937.95174421754,151257.38170151348,127909.70916081996,100000.0
2024-01-30,157472.93866991118,150434.5664959672,139376.5296019698,131932.15569582407,129874.80599086193,140709.83685249934,143035.04154600587,151051.11179260846,126894.03012944788,100000.0
2024-01-31,158987.7394359024,152186.33483321697,141083.32614127646,133210.33941164438,131359.54248301891,142253.1197008575,144149.6789246985,152502.2875318968,128020.7946405563,100000.0
2024-02-01,160432.32631181792,153946.9343968156,142275.86633292685,134173.26617708628,132418.37631480602,143476.9091753448,145072.33774580446,153388.60702805157,127899.12690068812,100000.0
2024-02-02,159469.79504655913,153022.293779445,141408.00530997763,133989.94740572397,131713.9428812733,142616.75409264216,144325.2076569983,152842.13761429425,128570.95916081996,100000.0
2024-02-05,160121.6388194473,153262.3766384843,141723.19934073935,133949.62855043833,131865.80442683605,142897.91793007503,144819.00946440187,153168.45980744003,128010.22045232388,100000.0
2024-02-06,160318.65314745024,153481.4455548051,142025.1456755782,133950.72101870005,132163.11014430432,143228.1258387054,145097.2344476172,153726.34305481552,128946.5446405563,100000.0
2024-02-07,160742.48680376128,155448.9665013078,143074.18200675497,136255.0973750071,134270.2022425404,144755.85613579402,145462.20923628297,154145.03967575665,129126.41077519982,100000.0
2024-02-08,160578.23087572173,156182.90962035686,143381.78224174032,137518.07318219705,134953.00325648693,145148.1394953216,145355.8724023291,153711.64168457623,128031.37690068812,100000.0
2024-02-09,159590.3429210098,154617.21992309124,142078.7589568282,135645.55494794413,133764.6339022389,143942.18826241145,144669.98322691408,153104.7525091612,128295.87690068812,100000.0
2024-02-12,155167.53064989165,150058.47112472088,137426.74734488974,131568.16543683573,129751.90402476696,139546.4755968536,141073.6244965979,149277.71512894268,127523.54142095179,100000.0
2024-02-13,155311.27804063872,150496.1373959306,137748.0085600997,132010.81147870584,130128.51127498058,139907.83861488948,141194.1349679419,149598.88386444686,128195.36560918423,100000.0
2024-02-14,156786.55871080473,152024.81075484783,139453.42817679892,131102.01560483398,131750.27775828747,141492.35869927058,142388.64175428834,150945.07171158429,128703.20916081996,100000.0
2024-02-15,158261.21747850493,153591.2831898454,140999.68939200888,132279.76165280762,133211.45147197155,143051.6149630035,143566.16710676637,152307.45677475567,129322.13819219203,100000.0
2024-02-16,158403.11229204253,153454.4649601701,140958.50552360067,132565.99902615967,133452.23207347302,143210.45441765437,143751.02089704957,152692.97124008773,129993.97045232388,100000.0
2024-02-19,158822.8205974014,154067.8456898454,141525.6685637618,133670.97309384766,134011.90958659558,143805.57539696345,144122.04265608278,153229.89107040997,130549.41399480433,100000.0
2024-02-20,159070.84440874174,154196.99219329387,141812.96192924032,133048.60803494873,134200.95522944836,144031.75499672542,144301.38682188478,153461.3755255186,130723.98496343226,100000.0
2024-02-21,157759.03540300444,152182.04463393718,140274.26742545614,132394.18055997315,132633.38871257214,142465.89651817927,143301.16603102174,152224.15473465557,129930.48496343226,100000.0
2024-02-22,157885.60877489165,152582.16217238933,140380.75747672567,132398.8979900879,132850.44126384167,142658.43684715877,143411.5062028357,152637.8546171629,130946.16399480433,100000.0
2024-02-23,158922.95981859282,153515.18542296917,141214.20494071493,133124.28841672363,133447.9901797047,143407.87712044368,144068.6558953711,153279.2057562315,130893.26883794398,100000.0
2024-02-26,159024.99812578276,153509.64389998943,141261.86585990438,132901.30496488037,133391.91322581677,143429.67530388484,144096.609047074,153177.59775070782,130459.48496343226,100000.0
2024-02-27,159308.53962205962,154053.997736049,141611.57937613974,133524.35497556152,133877.86471812634,143853.7600511993,144271.6167146155,153452.1461897337,130792.75754644007,100000.0
2024-02-28,157482.41301225737,152108.54958541424,139673.03196708212,132144.23176846924,132193.68225352673,142033.61291069636,142933.31237043825,151729.90300278302,129507.29142095179,100000.0
2024-02-29,158611.63397478178,153116.6615010026,140876.45263663778,133450.31001553955,133031.4212595692,143025.23872704158,143643.00973524537,152468.03921036358,129602.50754644007,100000.0
2024-03-01,159159.40399431303,153842.47214705974,141455.6995391036,133281.26574979248,133513.00563304333,143558.47382683406,144041.96205915895,153435.79249863263,131506.91077519982,100000.0
2024-03-04,160361.8476741226,155495.90193374187,142390.9037779952,133851.03923306885,134348.19544474987,144580.91723961482,144844.12072767701,154392.79049210186,132025.328515068,100000.0
2024-03-05,159562.2547480972,154445.77887542278,141453.99494925985,132789.34645352783,133427.75573604016,143638.9587015594,144226.4149590918,153697.66385559677,131766.11560918423,100000.0
2024-03-06,157679.10861467436,152830.635866237,139493.28402701864,131554.84662964643,131762.3700510731,141799.27183861384,142756.78714003053,152430.27584366436,132443.23496343225,100000.0
2024-03-07,157747.74022173003,153359.00686461956,139533.4223326827,131853.79502442182,131926.34149806408,141984.3335566009,142748.34419645753,152429.7333822691,132469.68657781213,100000.0
2024-03-11,155942.42026018217,151964.35289580852,137743.40150443563,130350.81902649702,130417.93394343762,140288.4704050506,141224.5322991797,150713.16129212017,131824.30593206018,100000.0
2024-03-12,155199.02586626128,151226.1899700883,136778.88491813192,128546.26414063276,129659.78909938244,139458.91424507747,140679.06776823488,150162.95695404644,131808.43657781213,100000.0
2024-03-13,151847.52325947722,147780.38027460378,133064.3022417796,125964.81590251776,126459.0952189169,136093.23285408565,138298.9609298529,147196.67146576213,129845.85109807581,100000.0
2024-03-14,152958.53688557586,149210.94925953163,134130.33013341023,126514.93919156799,127691.89172398637,137337.87308494613,139151.79407097472,148314.94344965738,130734.5672235641,100000.0
2024-03-15,151959.10957081756,147922.15371204627,133133.1970767696,125718.89304479047,126845.31558262894,136389.7989119725,138435.21027733458,147347.14023463053,129893.45916081996,100000.0
2024-03-18,152127.30674488982,147980.96954990638,133392.0621890743,124941.04931386396,127070.27669941972,136667.277698441,138660.7548825897,147601.1236826591,129988.67528630822,100000.0
2024-03-19,151640.61037177953,147324.0557987356,132819.13123605898,123606.34172741708,126304.51675243817,136015.42776410247,138259.45659240242,146823.7870318761,128729.66077519982,100000.0
2024-03-20,151258.13561744604,147086.16299172875,132550.3721418207,123352.32953564462,126034.60589428387,135713.54569928313,137872.61298736092,146433.78275178577,128719.078515068,100000.0
2024-03-21,152585.48643226537,148374.29802056786,133904.33021066835,125190.33922116098,127264.28055019818,137025.2194396701,138902.27646621224,147844.2268092504,129993.97045232388,100000.0
2024-03-22,153310.10431404028,148470.60468408104,134645.61860178164,125759.16972653207,127833.08933468304,137605.69916836882,139476.2952040052,148536.74554704336,130390.72045232388,100000.0
2024-03-26,153380.83327979955,148354.05457421776,134603.05817697695,125816.4902679139,127672.97878475628,137511.69678799773,139602.47039779183,148512.81881211902,129888.16399480433,100000.0
2024-03-27,153820.47572059545,148989.25948831078,135122.14161203554,125783.90270916757,128020.45940990887,137993.83433453704,139833.5733908033,148928.78392671252,130507.10109807581,100000.0
2024-03-28,154450.08438606176,149985.64808389184,135766.20344064882,127123.12293164071,128718.1675092741,138679.63888470794,140256.7021520948,149667.91268800403,131565.1010980758,100000.0
2024-04-01,154411.08198280248,149717.9370624685,135834.78003976992,128533.01756970224,128595.29665203534,138589.50888745452,140198.73895629402,149804.28881715442,132215.76883794396,100000.0
2024-04-02,154455.7739078513,149802.1714298391,135999.1646833246,128990.3891288453,128677.54755993329,138729.20446698333,140282.9203298902,149961.14884065298,132459.10431768035,100000.0
2024-04-03,155016.80928535375,150577.49363061425,136540.2147931879,130579.18290249642,129187.05402584515,139291.25760953093,140700.11605056282,150368.86494706778,132427.36560918426,100000.0
2024-04-04,155197.6893894187,151079.50659677025,136805.50660226992,131471.04603497323,129576.08106060467,139624.9907752719,140828.9347265577,150598.80352662707,132765.92528630822,100000.0
2024-04-05,155454.68717689428,151305.36001321313,136836.67701242617,132052.38625256356,129461.10430736981,139646.45426861907,140994.13232024666,150735.5622775426,132670.70916081994,100000.0
2024-04-08,155341.9046527854,151421.45456429955,136671.52778146914,132295.86549298104,129308.98021526776,139493.44161145354,140805.76128753182,150815.79076265002,133570.00754644006,100000.0
2024-04-09,156464.58918495092,152193.1358730459,137533.55787180117,133260.20576779183,130115.34188290082,140371.41047207976,141669.39555343147,151677.84589646963,133564.7204523239,100000.0
2024-04-10,155597.53235359106,151700.26947137353,136869.3559675043,133185.23348538217,129755.31836147748,139862.70566098357,141045.5333708143,151185.12400315906,134003.79142095178,100000.0
2024-04-12,155742.09412116918,151458.20974084374,137104.62079904726,133130.48172299203,130119.20430965863,140100.62948147918,141295.5039289808,151117.5130183568,132940.49625493615,100000.0
2024-04-15,156251.16375465307,151258.27247735497,137571.79285715273,132562.41485897836,130425.20822353802,140446.13469235564,141757.3140486097,151154.30275224353,131517.48496343225,100000.0
2024-04-16,157171.76885719213,151887.9528019094,138632.11756418398,132986.75514904794,131366.29069347822,141460.47900311614,142557.11156829353,151740.80171846057,130803.3398065719,100000.0
2024-04-18,156954.14839668188,151700.229344573,138600.05121896914,133640.7838050538,131597.44331951582,141487.61836926604,142458.07876189705,151392.12862275745,129967.51883794398,100000.0
2024-04-19,155666.08089260536,150840.00475202032,135228.45178967685,132961.61621893014,130471.15604283767,140241.21062340646,141294.21062921674,150479.47991146386,130808.62690068812,100000.0
2024-04-22,156523.94069485145,151832.38405499884,135088.55669385166,133716.28305852975,131305.76831700758,141218.33522667794,141836.5635039726,151303.07259334862,131750.24625493615,100000.0
2024-04-23,157477.28323559242,152832.771792273,134788.41040402622,134610.24089849557,132256.4402911897,142317.94567742257,142361.37429117353,151908.4649235183,132020.04142095178,100000.0
2024-04-24,160165.08608822303,155700.7487934632,134891.57694989414,136521.58058965768,134540.167265677,144849.7494913569,144254.5031173149,153820.55297817528,132083.51883794396,100000.0
2024-04-25,161172.00615887123,156899.78710446783,134879.0868948099,137012.26489294137,135522.0319659944,145861.44447197823,144979.7053916374,154755.89554180444,132787.0898065719,100000.0
2024-04-26,162844.9329624601,158456.58199582525,135011.552165806,138222.47909582223,136848.29984929517,147271.8070971003,146142.34453653486,155787.39439739526,132348.01883794396,100000.0
2024-04-29,163639.8004055448,159289.42547498175,134989.49243909091,138990.60587347116,137496.96074559644,148060.37528099923,146686.5891692558,156671.33806576073,133485.36560918426,100000.0
2024-04-30,163795.2882976957,159697.05150495,134907.11213666172,138840.51106298532,137886.15279271558,148358.4178682795,146792.35531305464,156693.36440243066,133204.99625493615,100000.0
2024-05-02,165643.43619732338,162013.17495236822,134890.07763272495,140248.52082098092,139916.6658847566,150304.81205239205,148149.21591257246,158173.46480907738,133617.61560918426,100000.0
2024-05-03,164989.63573269325,161132.64314160772,134885.01650220127,139570.01910436715,139166.85094335035,149589.78557457833,147652.5982406059,157346.6277157241,132512.00754644006,100000.0
2024-05-06,162230.11987499672,158302.78071103522,134952.8336980936,137431.37187994088,136781.7975986238,146963.96988167672,145791.45584940107,155425.4445530349,132310.98496343225,100000.0
2024-05-07,158419.49492077308,154396.49826322027,134915.8539465067,134260.64242590035,133574.98458745435,143402.39647545724,143153.6574103752,152588.56698192895,131644.44786931606,100000.0
2024-05-08,160177.76475719886,156118.5706127686,134888.56497555942,135773.40012395944,135075.72499730543,145003.79210915475,144349.6991050163,153805.14944805444,131713.22045232388,100000.0
2024-05-09,156726.17511944252,152418.51673398443,134867.15880948276,132951.58006322946,131998.78631474928,141697.47010674386,141936.66462015302,150799.61496319115,129729.47045232388,100000.0
2024-05-10,158088.14079479652,153776.13547025152,135288.7923925516,134136.72113836373,133071.3786151643,142774.46868767648,143045.25222086103,152142.04188885033,130512.38819219203,100000.0
2024-05-13,158201.27248577552,154050.98266873785,135112.03783780307,134294.40343511666,133226.2145831819,143074.2478243342,143080.49217294843,152207.30222667992,130612.89948369592,100000.0
2024-05-14,161225.6452770658,157115.19554028937,135179.63636761875,136754.52829015817,135847.25959660963,145875.2599512568,145182.57221674116,154538.4817882949,131379.94786931606,100000.0
2024-05-15,162071.45285992103,157894.36564908453,135278.61204129428,137299.31014288033,136399.19034459547,146596.2591196528,145789.1809852043,155115.07017101586,131279.43657781213,100000.0
2024-05-16,164112.7626057096,159994.07024655768,135403.6130102274,138944.75109136666,138108.54314305738,148480.7359644404,147256.9144980827,156860.88281597436,132210.47367192834,100000.0
2024-05-17,165753.44575695472,161625.000597815,135435.66667538852,140215.7561954316,139478.75034978346,150000.47511162667,148382.8375251213,158073.70632519067,132501.42528630822,100000.0
2024-05-21,169588.05212215858,165169.39646039435,135949.3450163004,143270.74301183785,142305.27584721998,153238.41016640572,151172.41711115034,161022.86745418847,133035.7204523239,100000.0
2024-05-22,169682.5861530729,165287.3937252564,135917.26558285923,141356.83868922916,142269.2670276399,153355.34259667306,151230.60865854414,161179.0182300979,133363.6978693161,100000.0
2024-05-23,170121.03626064735,165915.7120808167,135580.9932783243,142266.9902700397,143009.33103826002,153949.36927285104,151418.11520837934,161987.46362270653,135442.66399480432,100000.0
2024-05-24,169477.1645298429,165364.10571561285,135506.58762723178,142499.89925136295,142571.51456334547,153466.15259804635,150958.08712076338,161636.45592083276,135807.67528630822,100000.0
2024-05-27,170615.28174786048,166379.10308347174,135618.0223043558,142623.19778957096,143422.48572423414,154408.19488015084,151777.1416251579,162414.4312931472,135670.138192192,100000.0
2024-05-28,168926.8867626615,164458.08999524542,135754.1743620035,141549.24157466617,141774.4002521272,152649.0731379023,150666.01210474165,161221.14109768212,135395.05593206018,100000.0
2024-05-29,169562.34252743202,165106.78960309454,135853.12295514316,141854.3140844318,142393.31088902906,153189.90759911446,151151.64395593794,161417.63265957177,134426.98496343225,100000.0
2024-05-30,167681.18287472206,163246.11511121222,135711.96571332187,140508.32827701521,140898.73389317945,151556.66896691232,149785.50022577436,159732.33066524804,133358.41077519982,100000.0
2024-05-31,169028.90467266517,164390.99650083014,135783.39893704624,141372.44528903914,141718.05532720045,152685.89466729073,150707.13624643476,160780.3647571975,133781.60431768035,100000.0
2024-06-03,173421.1377621122,169112.43860516974,135491.10451489658,142743.14436283064,145675.60690953687,157031.28683342843,153666.08900903852,164843.74079860986,137479.3252954635,100000.0
