date,current_200_63,faster_100_63,faster_50_63,monthly_200_21,crossing_200_63,no_market_gate_63,core_plus_dip,core_plus_index,index_hold,index_dip
2022-10-21,99717.57555246842,101153.66798706932,99717.57555246842,99717.57555246842,98905.4631745221,101153.66798706932,99717.57555246842,100369.26570263546,102237.3398065719,100000.0
2022-10-24,99990.46692514909,101817.86325379295,99990.46692514909,99990.46692514909,100119.15502327698,101817.86325379295,99990.46692514909,100902.85611096065,103110.18657781214,100000.0
2022-10-25,99806.45729303849,102132.11791916771,99806.45729303849,99806.45729303849,100189.67649620789,102132.11791916771,99806.45729303849,100611.40763607662,102750.47045232388,100000.0
2022-10-27,99846.00954676163,101676.98100205345,99846.00954676163,99846.00954676163,99789.28145378846,101676.98100205345,99846.00954676163,100802.63853970211,103258.30593206019,100000.0
2022-10-28,99759.62467051041,101526.81444092674,99759.62467051041,99759.62467051041,99216.87115257996,101526.81444092674,99759.62467051041,100796.83520641964,103528.10109807581,100000.0
2022-10-31,99799.37307596696,101387.17109986229,99799.37307596696,99799.37307596696,99531.02729958313,101387.17109986229,99799.37307596696,101201.56322613399,104750.0898065719,100000.0
2022-11-01,99917.0845017482,101652.80303498192,99917.0845017482,99917.0845017482,99603.40801399964,101652.80303498192,99917.0845017482,101589.45330181759,105654.67528630822,100000.0
2022-11-02,99912.9349618007,101309.58702011986,99912.9349618007,99912.9349618007,99397.0654274823,101309.58702011986,99912.9349618007,101495.24501553219,105353.14948369592,100000.0
2022-11-03,99779.33606958878,101593.64919968529,99779.33606958878,99779.33606958878,99429.9270378949,101593.64919968529,99779.33606958878,101358.48544827144,105342.5672235641,100000.0
2022-11-04,99841.0232758571,101517.17867585106,99841.0232758571,99716.36695395062,99686.8712365033,101517.17867585106,99841.0232758571,101480.21342602413,105543.5898065719,100000.0
2022-11-07,99946.26728678239,101935.26038666649,99946.26728678239,100058.38212118695,100653.50608986634,101935.26038666649,99946.26728678239,101719.75599041622,105993.23496343226,100000.0
2022-11-09,99995.59223413956,102141.93021317406,99995.59223413956,100618.37347708295,100819.7967354657,102141.93021317406,99995.59223413956,101721.68286648433,105834.54142095179,100000.0
2022-11-10,99925.85787439835,101897.96881791038,99925.85787439835,99932.16936026166,100583.92915886658,101897.96881791038,99925.85787439835,101421.26744595211,105062.19786931606,100000.0
2022-11-11,100054.23034525407,101823.80253907127,100054.23034525407,100079.77077780316,100480.87125557679,101823.80253907127,100054.23034525407,102080.52001324337,106839.63819219203,100000.0
2022-11-14,100033.81241465104,101454.00104828758,100033.81241465104,99623.61399374554,100544.8705422284,101454.00104828758,100033.81241465104,102052.2016004626,106813.18657781214,100000.0
2022-11-15,100159.74079752457,101555.16169281883,100159.74079752457,99663.0084487016,100414.01624840515,101555.16169281883,100159.74079752457,102295.05085125606,107204.64948369592,100000.0
2022-11-16,100129.3739876796,101557.91904374046,100129.3739876796,99656.43507681439,100352.2744194867,101557.91904374046,100129.3739876796,102258.36269131344,107183.48496343226,100000.0
2022-11-17,100031.73577738297,101027.18261261864,100031.73577738297,99658.01140890668,99795.5011269452,101027.18261261864,100031.73577738297,102054.86477032345,106829.05593206019,100000.0
2022-11-18,100056.28438425553,100451.52412720604,100056.28438425553,99009.01621542523,99111.95278328675,100451.52412720604,100056.28438425553,102035.1735700671,106680.93657781214,100000.0
2022-11-21,99938.5047059108,100070.54857941551,99938.5047059108,98332.51362878206,99148.85987252014,100070.54857941551,99938.5047059108,101700.93466320675,105956.20916081996,100000.0
2022-11-22,100000.95577478898,100157.60033341331,100000.95577478898,98915.38349419954,99147.30354851502,100157.60033341331,100000.95577478898,101870.82457485836,106315.92528630822,100000.0
2022-11-23,99991.56709528458,100475.2408439724,99991.56709528458,99047.22927361849,99336.33686226624,100475.2408439724,99991.56709528458,101905.67570248287,106464.0446405563,100000.0
2022-11-24,100024.46597910416,100801.18246003074,100024.46597910416,99150.68757897738,99760.70142143982,100801.18246003074,100024.46597910416,102287.75564709347,107633.13819219203,100000.0
2022-11-25,100019.5373482753,100793.96403428001,100019.5373482753,99144.24859124544,99694.38681954163,100793.96403428001,100019.5373482753,102382.36778774898,107966.41077519982,100000.0
2022-11-28,100051.38720942033,100964.08548661156,100051.38720942033,99230.6922863138,99965.81534737366,100964.08548661156,100051.38720942033,102523.23562374752,108331.41399480433,100000.0
2022-11-29,100031.2241578151,100343.0863983242,100031.2241578151,98881.09199792269,99416.2346550824,100343.0863983242,100031.2241578151,102564.69247570675,108537.72367192835,100000.0
2022-11-30,100051.9265961696,101191.41324158592,100051.9265961696,99699.7683132303,100179.90830010193,101191.41324158592,100051.9265961696,102786.05558911007,109209.55593206019,100000.0
2022-12-01,100143.2586197902,101213.53386994285,100143.2586197902,99631.85937768343,100214.09233254212,101213.53386994285,100143.2586197902,103010.10703411739,109653.91399480433,100000.0
2022-12-02,100262.46970606339,101122.12563248558,100262.46970606339,99610.24820977572,100171.38836830872,101122.12563248558,100262.46970606339,103013.97879543941,109267.74625493615,100000.0
2022-12-05,100382.61062479508,101194.91611786766,100382.61062479508,99767.65187341097,100106.80792397278,101194.91611786766,100382.61062479508,103075.66048565548,109072.01883794398,100000.0
2022-12-06,100304.0441956569,101185.7140457241,100304.0441956569,99281.4905853885,99924.11630028504,101185.7140457241,100304.0441956569,102949.69357433956,108913.3172235641,100000.0
2022-12-07,100280.31060648453,101049.86524506492,100280.31060648453,98951.20362860139,99979.28998726624,101049.86524506492,100280.31060648453,102725.29931011837,108241.48496343226,100000.0
2022-12-08,100335.62583780778,101194.74663849754,100335.62583780778,99652.27848822053,99835.62233895081,101194.74663849754,100335.62583780778,102899.11454144161,108638.23496343226,100000.0
2022-12-09,100412.2865128566,100735.68681641502,100412.2865128566,98973.66426092561,99275.02842873803,100735.68681641502,100412.2865128566,102795.65531292598,108035.17528630822,100000.0
2022-12-12,100476.29373026383,100722.28752442283,100476.29373026383,99198.25571447785,99201.73834008447,100722.28752442283,100476.29373026383,102880.20330181759,108103.94786931606,100000.0
2022-12-13,100485.99629068864,101157.68750306053,100485.99629068864,99882.72527319368,99710.43118829004,101157.68750306053,100485.99629068864,103073.18644085567,108717.5898065719,100000.0
2022-12-14,100527.04016733659,101238.55605240745,100527.04016733659,99875.3267975467,99617.98651284448,101238.55605240745,100527.04016733659,103205.87060681026,109024.41077519982,100000.0
2022-12-15,100466.24367380631,101234.68952103538,100466.24367380631,99656.42182165559,99296.6492859768,101234.68952103538,100466.24367380631,102707.41343823116,107559.078515068,100000.0
2022-12-16,100438.01869059098,101091.03319855614,100438.01869059098,99569.4118958133,98885.36741036645,101091.03319855614,100438.01869059098,102454.82874432247,106807.89948369592,100000.0
2022-12-19,100546.21198130143,101314.67747422142,100546.21198130143,100319.98803717073,99040.77642220727,101314.67747422142,100546.21198130143,102801.601167113,107606.68657781214,100000.0
2022-12-20,100602.6488251735,101297.89794464989,100602.6488251735,100396.6976166385,99024.86057256846,101297.89794464989,100602.6488251735,102785.35936108272,107363.35109807581,100000.0
2022-12-21,100628.82476664078,99878.90418314195,100628.82476664078,97777.11499019022,98099.92094396739,99878.90418314195,100628.82476664078,102525.55327740352,106405.85431768032,100000.0
2022-12-22,100603.29873514664,98821.05478129521,100603.29873514664,96267.69401837519,97427.47184239015,98821.05478129521,100603.29873514664,102365.72869244259,105956.20916081996,100000.0
2022-12-23,100582.96474314225,97242.96337351933,100582.96474314225,93929.21399364929,96105.71473942384,97242.96337351933,100582.96474314225,101808.19325390499,104157.60431768032,100000.0
2022-12-26,100610.0091691066,98448.8383835061,100610.0091691066,95255.56894360046,96772.04338322267,98448.8383835061,100610.0091691066,102163.87796917598,105257.92528630822,100000.0
2022-12-27,100738.32270670426,99484.88306124047,100738.32270670426,96896.78841839294,97478.29510746583,99484.88306124047,100738.32270670426,102413.85218182247,105665.25754644007,100000.0
2022-12-28,100641.04715586198,99728.15061647729,100641.04715586198,97111.29719219665,97515.98400364503,99728.15061647729,100641.04715586198,102314.9974989001,105659.97045232388,100000.0
2022-12-29,100642.19644785416,99922.92037660912,100642.19644785416,97281.5669446991,97369.55975971803,99922.92037660912,100642.19644785416,102440.96573010128,106077.87690068812,100000.0
2022-12-30,100709.13866281998,99963.92094118432,100709.13866281998,97517.97057018738,97181.42513142213,99963.92094118432,100709.13866281998,102390.98707714718,105686.41399480433,100000.0
2023-01-02,100810.11245584977,100432.42043001488,100810.11245584977,97968.62114391784,97581.46733723268,100432.42043001488,100810.11245584977,102697.3613523547,106374.11560918423,100000.0
2023-01-03,100844.77664042008,100096.26678926781,100844.77664042008,97985.2752271698,97395.93032322511,100096.26678926781,100844.77664042008,102785.74495831173,106553.97367192835,100000.0
2023-01-04,99497.68240161893,98532.51431029227,100751.62470970536,96625.71696625976,96205.51655415443,98532.51431029227,99926.58349897523,101549.9726847868,105490.68657781214,100000.0
2023-01-05,99545.02560993192,98787.25151579764,100619.14691124344,96755.84333955077,96346.64467457679,98787.25151579764,99905.3920088019,101433.98264114666,105173.29142095179,100000.0
2023-01-06,99170.23945804594,98465.63396208671,100599.15196190262,96334.0355430725,96014.07345417884,98465.63396208671,99630.79889585634,100946.08856384564,104459.13819219203,100000.0
2023-01-09,99481.62590595243,98811.18620818046,100770.83233604813,96578.05622254638,96406.16325978187,98811.18620818046,99869.89614393373,101589.66542618084,105813.37690068812,100000.0
2023-01-10,98940.48384281156,98312.08093779472,100696.7839733162,95868.13039933471,95939.8341048136,98312.08093779472,99487.96131040712,100868.0315570097,104676.03012944788,100000.0
2023-01-11,98525.61263462064,97953.0278143206,100734.41828117752,95409.27833329467,95629.15054539588,97953.0278143206,99269.64111234804,100649.71135895062,104676.03012944788,100000.0
2023-01-12,98442.86765094755,97802.60683958915,100695.61038170243,95356.59906922607,95480.28252629188,97802.60683958915,99212.73681165834,100510.6463832121,104400.94786931606,100000.0
2023-01-13,98268.5161571121,97662.02441924003,100704.11774406815,95193.84716950683,95339.4478171244,97662.02441924003,99100.58330061098,100556.49287216473,104929.94786931606,100000.0
2023-01-16,98652.25478931425,97867.90752928641,100805.83106956864,95357.93403016357,95625.41008976844,97867.90752928641,99388.58574201723,100757.59483139325,104638.99625493615,100000.0
2023-01-17,99040.10593982694,97986.7014974871,100752.62341270829,95685.17579593934,95717.79611805824,97986.7014974871,99621.9080381598,101213.6977061491,105384.88819219203,100000.0
2023-01-18,99773.59034915922,98636.30912535575,100777.95753441239,96332.59149494447,96348.5746214762,98636.30912535575,100099.29149534364,101877.52000610638,106009.10431768032,100000.0
2023-01-19,99618.90515705106,98597.53970091727,100688.7361141243,96012.30040684022,96309.13399342445,98597.53970091727,99966.03412916322,101709.50244705487,105892.72367192835,100000.0
2023-01-20,100177.10818668363,98960.05080168632,100751.21419487381,96395.38709583558,96673.83539799598,98960.05080168632,100343.6366949286,101932.26568786908,105374.30593206019,100000.0
2023-01-23,100552.96338459013,99276.46454375175,100779.4868083992,96724.38104191102,96999.61806706336,99276.46454375175,100616.77134229799,102361.82120315838,105898.01883794398,100000.0
2023-01-24,100392.19524188993,98958.51740019706,100765.97296104813,96546.91967716493,96711.43408421424,98958.51740019706,100499.2743940558,102241.16357986737,105887.43657781214,100000.0
2023-01-25,99876.5349902725,98444.40004485038,100750.23580131913,96005.73080768861,96201.90485600379,98444.40004485038,100119.93378355165,101485.78219787884,104628.41399480433,100000.0
2023-01-27,99136.63931008952,98023.40697163151,100760.72472343827,94893.24365769507,95801.27632781009,98023.40697163151,99644.3098773884,100529.8393525066,103020.25754644007,100000.0
2023-01-30,99417.24766656535,98188.21471851872,100765.01395378495,95159.89020691992,95922.8932292078,98188.21471851872,99829.35777854196,100754.38725366017,103152.50754644007,100000.0
2023-01-31,100691.11532327312,99122.35945576237,100775.79116783524,96526.20416794898,96764.36566039066,99122.35945576237,100712.29892157785,101667.34878243825,103253.01883794398,100000.0
2023-02-01,99936.82033654826,98670.88657825993,100936.36361656571,95739.72972260596,96493.00058241824,98670.88657825993,100261.20785331003,101167.27809991261,103089.03012944788,100000.0
2023-02-02,100094.6926395573,98790.02480763005,101137.82625542069,95903.7346855271,96764.29566069583,98790.02480763005,100388.76489447824,101260.07494820973,102972.64948369592,100000.0
2023-02-03,99666.18857309001,98865.32038563298,100849.89684257889,95142.27298630693,96667.4465090845,98865.32038563298,100004.55355262033,101225.04225625416,104141.73496343226,100000.0
2023-02-06,99972.00285836833,99020.00642078923,100710.47943077469,94939.62074936845,96733.32999297122,99020.00642078923,100144.6275424885,101263.99634255788,103803.17528630822,100000.0
2023-02-07,99673.5069553532,98833.79391926335,100681.19821892167,95067.97170914628,96562.23092528323,98833.79391926335,99911.13008307687,100960.97849740407,103570.41399480433,100000.0
2023-02-08,99630.65602990764,98940.52925556706,100684.87113914872,94861.10587204911,96672.9663188074,98940.52925556706,99884.21395682565,101171.06237115285,104363.91399480433,100000.0
2023-02-09,100065.74609872478,98988.49158161687,100662.22685203934,94479.43894852616,96723.05004759769,98988.49158161687,100187.07604407541,101529.22542275807,104549.0672235641,100000.0
2023-02-10,99479.50283166545,98557.20614307927,100567.45013389969,94467.61269272782,96257.30258437137,98557.20614307927,99781.2503032612,101060.20064629933,104337.47045232388,100000.0
2023-02-13,99475.45808145183,98607.06925648259,100513.99410210038,93547.9564732454,96240.7168795679,98607.06925648259,99766.69192694894,100905.02236642262,103866.66077519982,100000.0
2023-02-14,99543.10602304118,98697.63506001042,100514.57669792557,92874.11134761674,96345.54527159671,98697.63506001042,99817.32062720529,101173.68942727467,104596.67528630822,100000.0
2023-02-15,99796.42423745769,98889.2318999152,100368.74851951981,92806.80369991166,96455.90207930545,98889.2318999152,99940.64322089426,101470.8129853191,105178.578515068,100000.0
2023-02-16,100813.30797311442,99522.86481159733,100383.9162288704,93405.56122249465,96977.52319975833,99522.86481159733,100647.24289893381,102220.07333840748,105321.41077519982,100000.0
2023-02-17,101421.94722482341,99841.21989124821,100334.24888573075,93174.3997463594,97268.23723097781,99841.21989124821,101071.98671912424,102478.91667642018,104765.95916081996,100000.0
2023-02-20,101382.90242883342,99910.87580555485,100555.58701286698,93365.34294933181,97403.45389815311,99910.87580555485,101105.4917888569,102400.24068536183,104390.36560918423,100000.0
2023-02-21,101824.93736764567,100209.88493031071,100491.48815117264,93165.83217281204,97604.96039839725,100209.88493031071,101351.92527198068,102594.53387917897,104215.7946405563,100000.0
2023-02-22,100851.21923944133,99393.45949238347,100457.56491051102,92261.2256512056,96845.62156935672,99393.45949238347,100684.13376425974,101492.24237145802,102761.0446405563,100000.0
2023-02-23,100951.23046228068,99405.85670918034,100374.42355308915,92732.33863490922,96831.89702483157,99405.85670918034,100700.29031180612,101429.39891900441,102496.5446405563,100000.0
2023-02-24,100602.25111505168,99344.5396620612,100289.94277153397,92268.10204537318,96745.95579405765,99344.5396620612,100431.15170859567,101073.3622445049,102205.60109807581,100000.0
2023-02-27,100228.05085107463,99038.28664463566,100166.83064232254,91469.85191948817,96363.2516123865,99038.28664463566,100148.73002433054,100648.73911370656,101729.49625493615,100000.0
2023-02-28,100422.67942926066,98887.86267155217,100131.20971641922,92018.81831495285,96254.86655684451,98887.86267155217,100268.02843283884,100632.15742577931,101274.55593206019,100000.0
2023-03-01,101610.57581873983,99554.195191555,100251.10234794999,92674.58502379847,95704.12152803718,99554.195191555,101113.97278782762,101727.74207007473,102110.37690068812,100000.0
2023-03-02,101435.95031519979,99476.21565740583,100213.27790794754,92611.2458399911,95290.54442944915,99476.21565740583,100971.97991368211,101372.44823157376,101396.22367192835,100000.0
2023-03-03,101711.23227473348,99958.43755834577,100215.97408256913,93244.96366683437,94973.23100436239,99958.43755834577,101141.04101750291,101949.1496247012,102761.0446405563,100000.0
2023-03-06,102341.32609721273,100446.5024005699,100237.09417686844,93393.87104632346,95179.38377889966,100446.5024005699,101560.84747120774,102545.91771781033,103353.53012944788,100000.0
2023-03-08,103733.62864085287,101686.64267843244,100006.11149559403,94517.05907656638,96273.69027838086,101686.64267843244,102417.91875264085,103453.54774558132,103522.80593206019,100000.0
2023-03-09,103294.21354075521,101442.56964986799,99965.48008690262,94006.49931551902,95573.07297643994,101442.56964986799,102108.81410786546,102937.46348654812,102829.8172235641,100000.0
2023-03-10,103038.72866984457,101297.87564962385,100008.75984917069,93552.19201876609,95165.45425161695,101297.87564962385,101944.24018666185,102474.26966178005,101830.00754644007,100000.0
2023-03-13,101965.06708689779,100532.71479528425,100275.68246422196,91937.1562941262,94425.49090543731,100532.71479528425,101306.79784199632,101421.28654563015,100438.73496343226,100000.0
2023-03-14,101670.1679072083,100312.84911626617,100432.07337150956,91727.90131213157,94622.60499921783,100312.84911626617,101130.3292348166,101053.63928854809,99798.64948369592,100000.0
2023-03-15,102058.90654322515,100573.46795934478,100476.25749168778,92054.37946154563,94629.69470182403,100573.46795934478,101395.13539097505,101190.46583044872,99370.16077519982,100000.0
2023-03-16,102031.35794464106,100499.17546427631,100639.40804253006,91795.3880834205,94823.27103010162,100499.17546427631,101428.50221390282,101244.3710139722,99438.92528630822,100000.0
2023-03-17,102219.68323532099,100514.21853220844,100663.05638084793,92154.47058769297,94803.04447904571,100514.21853220844,101573.22403473411,101577.11322054568,100068.43657781214,100000.0
2023-03-20,101515.94818893427,100044.23707163715,100885.233749012,91582.1355809791,95129.85075727447,100044.23707163715,101169.27069611107,100980.39968905154,99423.05593206019,100000.0
2023-03-21,101522.43814483637,100193.57191813373,100842.58760033036,92079.61929222177,95041.10450330719,100193.57191813373,101160.31929153953,101170.52982744876,100089.60109807581,100000.0
2023-03-22,101467.5953218078,100068.09925425434,100813.09693107987,92532.28962608408,94975.08125272735,100068.09925425434,101111.5926336721,101188.16288027469,100311.78012944788,100000.0
2023-03-23,101245.08575073237,99935.66720164203,100907.77441368485,93032.88552757334,95094.47135129913,99935.66720164203,100975.50336594139,100898.81341967288,99798.64948369592,100000.0
2023-03-24,101176.90411010737,99781.07483256244,101125.87784538651,92124.98594566416,95240.81159940704,99781.07483256244,101024.31232590233,100753.28064379397,99147.97367192835,100000.0
2023-03-27,100949.41316238398,99706.95988810444,100994.19531975174,91622.95964206109,95113.92462888702,99706.95988810444,100842.69688171898,100650.66519961062,99412.47367192835,100000.0
2023-03-28,100995.34175888056,99621.18613779926,100925.01083336258,91431.5419550529,95106.67085615142,99621.18613779926,100848.39421600853,100582.10475191775,99163.85109807581,100000.0
2023-03-29,102443.25517669672,100446.04352915668,100956.35984001542,93573.73148447185,95224.37405744537,100446.04352915668,101812.33194107567,101764.0808375806,99893.86560918423,100000.0
2023-03-31,103001.79304519648,101042.0728107729,101231.89428673172,94858.5479593864,95418.10430112823,101042.0728107729,102281.06275696312,102670.47232851687,101359.19786931606,100000.0
2023-04-03,103215.70979324335,101276.98173869037,101147.95954094315,94946.77127176433,95351.38777509674,101276.98173869037,102387.27039856468,102887.2794879407,101729.49625493615,100000.0
2023-04-05,103819.86045852656,101691.76794016742,101469.78778038407,95294.82449442058,95731.52780118927,101691.76794016742,102895.64405579124,103653.19391665164,102591.76883794398,100000.0
2023-04-06,103945.30162063593,101563.5196415224,101463.3145214119,95658.24809366374,95100.1761782212,101563.5196415224,102989.29917664085,103865.34903750125,102988.51883794398,100000.0
2023-04-10,102830.30870334755,100282.08745928154,100685.50472650686,94497.16323007955,94883.83626626077,100385.34084795383,102211.07187937577,103039.72125805843,102829.8172235641,100000.0
2023-04-11,103714.0639218534,100307.38738603935,101976.7984734551,95531.96216501607,96165.63457558694,101400.01177690891,102800.50809763749,103806.11670483577,103422.2946405563,100000.0
2023-04-12,103887.28134433876,100330.85556002006,102234.33930597463,95748.53890146627,96419.22557900491,101595.73130892185,102925.81075571854,104070.4601344012,103887.8172235641,100000.0
2023-04-13,104215.8739937986,100385.16543932304,102774.02668199697,96122.44869913472,96926.40020249429,102062.04043863682,103131.35726260026,104296.5474127673,103956.5898065719,100000.0
2023-04-17,104355.72173015724,100357.78761644707,102958.15868959585,96136.05055918111,97045.22833130899,102246.73822687534,103176.69749163468,104206.00754536617,103501.64948369592,100000.0
2023-04-18,104166.41627399574,100309.16556902275,102765.64607248464,95748.01261057271,96797.5750624949,101952.11187075046,103025.1168889888,103948.56723202694,103147.22045232388,100000.0
2023-04-19,104202.5632237638,100253.20544023857,102911.40959940114,95852.81835855855,97020.39081261697,102046.0935525742,103032.67661951859,103896.08619107235,102946.19786931606,100000.0
2023-04-20,104323.36528484474,100351.31739778862,102808.13690004506,95864.12097849263,96835.31167481485,102166.81058023838,103150.78245257218,104034.73279561031,103014.97045232388,100000.0
2023-04-21,104713.44579593788,100301.07568331108,103306.00053033986,96156.79983438863,97159.87951729837,102448.20736025242,103409.85728739579,104271.68772686947,102940.91077519982,100000.0
2023-04-24,105259.71503536354,100288.77532549248,104048.35279283681,96879.94184793843,97926.30132554116,103125.14793680576,103736.63797091325,104772.26696385372,103522.80593206019,100000.0
2023-04-25,104624.42348568092,100295.5975567852,103670.87012682119,96410.57175363912,97498.70056412759,102642.48565576939,103311.68779085953,104375.75803746212,103618.03012944788,100000.0
2023-04-26,104759.88703243385,100299.79556627617,104203.9412556664,96693.08255686177,98053.12682602945,103131.34760569004,103378.98391817887,104520.4726218127,103877.23496343226,100000.0
2023-04-27,105198.21337978492,100296.7874371563,104842.95949754873,97101.8170310439,98676.67063401284,103717.37651728062,103639.70772646744,104988.17604435909,104570.22367192835,100000.0
2023-04-28,105841.4849766935,100274.17192812309,105971.68771371999,97815.3746482314,99605.1116149241,104677.34261797337,103995.08701990922,105558.43543423641,105289.66399480433,100000.0
2023-05-02,105922.19490139137,100275.44369860039,105828.1413136498,97680.63382639302,99506.04682419839,104613.2626981583,104035.35257815201,105772.50195683468,105871.5672235641,100000.0
2023-05-03,106188.06395427833,100385.75210161552,106228.29802522817,97751.55058206929,99882.22892640176,104861.57272241978,104271.20094012101,105896.16925801265,105495.97367192835,100000.0
2023-05-04,106482.45982448707,100447.78178758964,106716.36894426504,98121.06474985494,100325.15224717202,105241.44468973545,104478.74890993912,106381.79877079952,106427.01883794398,100000.0
2023-05-05,106745.32100193153,100475.87187166557,106849.44625482717,98173.4732734145,100517.05786965432,105309.37669466404,104655.33085154374,106305.57974804867,105580.61560918423,100000.0
2023-05-08,106886.17817394386,100425.30171938286,107351.59738741079,98376.47820963277,101056.70971558633,105701.83572672275,104719.9605760463,106665.67111195553,106569.85109807581,100000.0
2023-05-09,106842.87266246925,100439.96190233574,107343.17623720327,98460.47263254537,101082.21510193887,105507.44718836216,104705.26727770646,106649.39627064693,106564.55593206019,100000.0
2023-05-10,106894.76251880775,100451.59362764702,107612.73483286062,98709.13381876363,101424.96235344949,105476.2405900803,104777.61138819535,106769.14086331356,106723.25754644007,100000.0
2023-05-11,106990.72858326086,100390.38175554619,107652.21798715749,97808.20904229915,101437.29252312722,105645.0279855576,104825.4716787227,106872.30211819637,106908.41077519982,100000.0
2023-05-12,107342.9718465055,100251.36171312675,107956.20271310964,97445.55669091975,101743.00233147683,106093.84784029392,105015.8617315181,107048.47033871639,106860.7946405563,100000.0
2023-05-15,107757.9650963987,100307.21364565239,108468.97687730947,97721.00608896052,102213.38390610757,106495.73606775669,105328.23138521989,107531.48028172481,107432.11560918423,100000.0
2023-05-16,108411.08629505287,100268.06180162773,109237.16028604665,98469.41995691096,102965.61740563455,107235.71596620945,105733.47419642289,107805.58280362118,106993.0446405563,100000.0
2023-05-17,108729.33077137123,100223.85166521416,109978.24539957204,98699.32040094172,103675.0890090281,107970.25729463962,105913.3688497432,107866.97745694149,106596.2946405563,100000.0
2023-05-18,108382.12167637,100211.16361589775,109025.20342645803,98577.71883844172,102818.87315438333,107448.48736284641,105691.28567026932,107532.71562756527,106220.70916081996,100000.0
2023-05-19,108421.71858493934,100219.61172075615,108726.31362543264,97676.31428216731,102625.72875283303,107426.27871416477,105734.6415815242,107697.73221386898,106628.04142095179,100000.0
2023-05-22,108336.26208393226,100278.5636479412,108930.74871835866,97794.59997065843,102821.67065880838,107401.45610140232,105696.67983149369,107805.13017453182,107114.72045232388,100000.0
2023-05-23,108696.09151546608,100171.09362764702,109394.27778062978,97899.17182811082,103246.25751755777,107877.81595514683,105878.76704500992,108031.45719517696,107262.8398065719,100000.0
2023-05-24,109012.0841664518,100214.25179262504,109803.18230447927,97628.82413371385,103707.90384362283,108256.93512438206,106088.22322748978,108117.67357052791,106850.22045232388,100000.0
2023-05-25,109779.85769550453,100165.25196428642,110632.15453348318,97433.21609767259,104477.50270531717,109017.4391107407,106559.84270380814,108661.97169674862,107093.55593206019,100000.0
2023-05-26,110159.85561840187,100157.12200136528,111401.841512777,97889.20079692185,105238.62876771035,109493.77546976475,106789.95372485001,109231.78416432369,108230.91077519982,100000.0
2023-05-29,109806.53738109718,100162.203582481,110898.0799389855,97982.21475194643,104753.00037262979,108939.47361277012,106553.60701464493,109199.2563933276,108913.3172235641,100000.0
2023-05-30,109803.12579624305,100150.26177950249,110548.02122125783,98181.0987705798,104346.00200722757,108759.74046419529,106567.27285288651,109247.68242444027,109029.69786931606,100000.0
2023-05-31,110053.6275433744,100167.13012285576,110904.07368097463,98582.62199827145,104673.33603737893,108999.66772936253,106723.560397137,109293.37045086849,108659.39948369592,100000.0
2023-06-01,110264.43481723915,100160.79027147636,111416.26478967824,99033.94428678464,105097.1252829844,109410.88722704319,106820.6863660701,109284.63670910824,108304.97045232388,100000.0
2023-06-02,110550.94863788734,100229.86013002739,111919.24121103444,99770.75582166623,105614.58717797342,109696.08714769749,107038.2177648433,109636.46666134823,108754.61560918423,100000.0
