i,side,s,qty,price,fee,reason,terminal
261,buy,NIFTYBEES.NS,529,187.02416305541993,140.96019724278207,,
1234,sell,NIFTYBEES.NS,529,264.2624905883789,186.95906602981734,terminal valuation,True
