i,side,s,qty,price,fee,reason,terminal
954,buy,RPOWER.NS,54,56.848134777832044,9.541475718348304,,
954,buy,MUTHOOTFIN.NS,2,2660.718268914383,12.59172149316041,,
954,buy,LLOYDSME.NS,2,1534.323063531442,9.540107820721296,,
954,buy,JUBLPHARMA.NS,2,1166.3669147699177,8.667149519679722,,
960,sell,RPOWER.NS,95,47.522905828857425,29.07822470846429,stop,False
960,sell,RPOWER.NS,54,47.522905828857425,27.059201413232334,stop,False
965,sell,LLOYDSME.NS,2,1367.2795229734995,27.233621181945473,stop,False
976,sell,BSE.NS,1,2179.840293305995,26.6588071877713,stop,False
977,sell,MCX.NS,5,1458.2332217397127,34.658871900416585,stop,False
977,sell,MCX.NS,2,1458.2332217397127,27.422118356860913,stop,False
977,sell,JUBLPHARMA.NS,2,1016.0631206915164,26.505742046603373,stop,False
1017,sell,ANURAS.NS,11,1094.5849443847655,45.18432374249478,scheduled,False
