date,open,high,low,close,adjclose,volume
2026-08-18,236.39999389648438,236.39999389648438,224.5800018310547,233.75,233.75,667.0
2026-08-19,233.75,233.75,222.07000732421875,230.99000549316406,230.99000549316406,526.0
2026-08-20,230.0,230.0,229.83999633789062,229.83999633789062,229.83999633789062,50.0
2026-08-21,225.60000610351562,237.99000549316406,220.6999969482422,237.99000549316406,237.99000549316406,401.0
2026-08-24,229.0,233.99000549316406,226.10000610351562,233.99000549316406,233.99000549316406,11.0
2026-08-25,229.0,229.0,222.3000030517578,225.9499969482422,225.9499969482422,358.0
2026-08-26,229.9499969482422,232.0,220.14999389648438,228.0,228.0,226.0
2026-08-27,234.4499969482422,234.4499969482422,223.0,232.0,232.0,161.0
2026-08-28,231.99000549316406,235.0,221.0500030517578,226.22000122070312,226.22000122070312,114.0
2026-08-31,235.0,237.52999877929688,234.0,237.0,237.0,254.0
2026-09-01,230.0,235.0,225.89999389648438,233.0,233.0,124.0
2026-09-02,225.0,230.0,221.35000610351562,230.0,230.0,248.0
2026-09-03,230.0,235.0,224.10000610351562,228.3000030517578,228.3000030517578,58.0
2026-09-04,238.25,238.25,216.88999938964844,225.0,225.0,998.0
2026-09-07,228.8000030517578,236.25,224.0500030517578,233.8699951171875,233.8699951171875,1534.0
2026-09-08,222.1999969482422,239.8000030517578,222.1999969482422,224.9199981689453,224.9199981689453,905.0
2026-09-09,231.89999389648438,234.89999389648438,223.0,226.8300018310547,226.8300018310547,358.0
2026-09-10,232.0,238.1699981689453,228.0,238.0,238.0,2888.0
2026-09-11,240.0,249.89999389648438,235.0,249.89999389648438,249.89999389648438,3115.0
2026-09-15,262.3900146484375,262.3900146484375,262.3900146484375,262.3900146484375,262.3900146484375,1510.0
