date,open,high,low,close,adjclose,volume
2021-09-15,133.10000610351562,142.3000030517578,132.8000030517578,140.0500030517578,135.38079833984375,68917060.0
2021-09-16,140.0,142.0,138.5,140.25,135.57412719726562,24490647.0
2021-09-17,140.85000610351562,141.5,136.10000610351562,137.89999389648438,133.30245971679688,27560843.0
2021-09-20,137.60000610351562,139.35000610351562,133.1999969482422,134.3000030517578,129.822509765625,21535092.0
2021-09-21,134.75,136.3000030517578,131.1999969482422,135.85000610351562,131.32083129882812,22526116.0
2021-09-22,136.9499969482422,139.64999389648438,136.39999389648438,137.85000610351562,133.25413513183594,21321952.0
2021-09-23,139.1999969482422,144.89999389648438,138.75,143.64999389648438,138.86077880859375,42890085.0
2021-09-24,145.0,145.35000610351562,138.6999969482422,139.10000610351562,134.4624786376953,29040576.0
2021-09-27,140.3000030517578,140.39999389648438,136.75,138.75,134.1241455078125,18192368.0
2021-09-28,140.0,142.85000610351562,139.0500030517578,140.0500030517578,135.38079833984375,29196888.0
2021-09-29,139.8000030517578,158.75,138.89999389648438,151.60000610351562,146.5457305908203,126746990.0
2021-09-30,152.5,161.1999969482422,151.3000030517578,158.75,153.45736694335938,111302311.0
2021-10-01,158.75,164.9499969482422,156.60000610351562,163.75,158.2906494140625,90310679.0
2021-10-04,166.25,172.5,164.0,168.60000610351562,162.97894287109375,93787605.0
2021-10-05,169.0,184.75,168.35000610351562,179.39999389648438,173.4188690185547,161189379.0
2021-10-06,182.85000610351562,182.85000610351562,172.8000030517578,175.9499969482422,170.0839080810547,101232618.0
2021-10-07,178.35000610351562,184.0,176.85000610351562,177.75,171.8238983154297,73313810.0
2021-10-08,180.14999389648438,180.1999969482422,175.0,176.85000610351562,170.9539031982422,43365657.0
2021-10-11,177.85000610351562,193.6999969482422,177.0,191.5,185.115478515625,126307288.0
2021-10-12,194.89999389648438,198.6999969482422,189.8000030517578,195.8000030517578,189.2721405029297,104950239.0
2021-10-13,201.64999389648438,232.39999389648438,200.0,224.1999969482422,216.7252655029297,305037222.0
2021-10-14,235.0,237.0,220.6999969482422,222.60000610351562,215.17861938476562,126938132.0
2021-10-18,227.5,264.8500061035156,223.10000610351562,257.29998779296875,248.72171020507812,273591610.0
2021-10-19,266.0,267.8500061035156,221.5,229.75,222.09022521972656,245771135.0
2021-10-20,225.0,236.3000030517578,217.5,230.35000610351562,222.6702423095703,219286012.0
2021-10-21,234.0,234.39999389648438,220.5500030517578,226.14999389648438,218.61026000976562,82393222.0
2021-10-22,228.5,233.8000030517578,216.0,222.0,214.59861755371094,85764004.0
2021-10-25,224.60000610351562,224.89999389648438,208.0,213.60000610351562,206.4786834716797,92057542.0
