date,open,high,low,close,adjclose,volume
2025-12-08,2645.0,2748.0,2538.300048828125,2693.0,2663.4501953125,109285.0
2025-12-09,2694.0,2755.0,2656.0,2702.300048828125,2672.648193359375,61495.0
2025-12-10,2655.0,2749.800048828125,2652.0,2671.60009765625,2642.28515625,26991.0
2025-12-11,2625.0,2696.0,2625.0,2664.10009765625,2634.867431640625,25021.0
2025-12-12,2664.10009765625,2690.0,2530.89990234375,2551.60009765625,2523.60205078125,139845.0
2025-12-15,2550.0,2550.0,2450.5,2486.300048828125,2459.018310546875,183703.0
2025-12-16,2483.0,2510.0,2451.0,2482.199951171875,2454.96337890625,36055.0
2025-12-17,2445.0,2499.0,2423.0,2477.800048828125,2450.61181640625,195583.0
2025-12-18,2448.0,2467.0,2390.39990234375,2411.0,2384.544677734375,97610.0
2025-12-19,2485.0,2485.0,2311.199951171875,2407.5,2381.0830078125,17685.0
2025-12-22,2399.0,2446.0,2344.0,2397.300048828125,2370.994873046875,21619.0
2025-12-23,2409.300048828125,2472.60009765625,2395.800048828125,2450.300048828125,2423.413330078125,21508.0
2025-12-24,2484.0,2549.0,2450.10009765625,2540.39990234375,2512.5244140625,22116.0
2025-12-26,2549.0,2585.89990234375,2500.0,2559.39990234375,2531.316162109375,11213.0
2025-12-29,2592.0,2700.0,2534.0,2603.10009765625,2574.536865234375,20361.0
2025-12-30,2636.0,2636.0,2581.0,2600.199951171875,2571.66845703125,117571.0
2025-12-31,2616.0,2616.0,2594.0,2600.800048828125,2572.261962890625,6900.0
2026-01-01,2600.800048828125,2610.699951171875,2579.89990234375,2600.0,2571.470703125,6934.0
2026-01-02,2561.0,2620.0,2561.0,2588.199951171875,2559.800048828125,8979.0
2026-01-05,2600.0,2612.10009765625,2548.89990234375,2588.0,2559.602294921875,16547.0
2026-01-06,2610.0,2610.0,2472.199951171875,2510.300048828125,2482.7548828125,11688.0
2026-01-07,2480.0,2522.800048828125,2480.0,2513.10009765625,2485.524169921875,8329.0
2026-01-08,2500.5,2543.89990234375,2500.5,2531.300048828125,2503.524658203125,12420.0
2026-01-09,2500.0,2567.89990234375,2500.0,2562.5,2534.382080078125,13887.0
2026-01-12,2524.10009765625,2630.0,2524.10009765625,2617.5,2588.778564453125,18235.0
2026-01-13,2575.199951171875,2698.89990234375,2575.199951171875,2673.800048828125,2644.4609375,21781.0
2026-01-14,2673.800048828125,2686.39990234375,2629.60009765625,2674.10009765625,2644.757568359375,5668.0
2026-01-16,2634.0,2700.0,2630.10009765625,2679.699951171875,2650.296142578125,8111.0
2026-01-19,2639.699951171875,2711.89990234375,2632.10009765625,2660.0,2630.812255859375,15823.0
2026-01-20,2651.0,2710.89990234375,2623.10009765625,2695.199951171875,2665.6259765625,16138.0
2026-01-21,2695.39990234375,2710.0,2652.10009765625,2684.39990234375,2654.944580078125,13023.0
2026-01-22,2653.60009765625,2724.199951171875,2582.10009765625,2609.39990234375,2580.767333984375,13759.0
2026-01-23,2591.0,2680.10009765625,2591.0,2643.5,2614.4931640625,29880.0
2026-01-27,2602.300048828125,2633.89990234375,2500.0,2567.199951171875,2539.030517578125,11464.0
2026-01-28,2599.0,2708.89990234375,2523.699951171875,2680.89990234375,2651.48291015625,77751.0
