date,open,high,low,close,adjclose,volume
2026-08-18,493.54998779296875,493.6000061035156,460.0,467.75,467.75,5959.0
2026-08-19,470.0,478.0,454.0,458.75,458.75,9480.0
2026-08-20,469.8999938964844,473.79998779296875,460.0,461.25,461.25,6674.0
2026-08-21,470.45001220703125,470.45001220703125,443.75,454.75,454.75,15259.0
2026-08-24,459.8999938964844,466.95001220703125,450.0,459.0,459.0,9623.0
2026-08-25,464.95001220703125,469.8999938964844,447.29998779296875,450.25,450.25,14000.0
2026-08-26,459.8999938964844,464.0,449.29998779296875,456.95001220703125,456.95001220703125,8130.0
2026-08-27,455.5,465.0,452.3999938964844,459.95001220703125,459.95001220703125,8284.0
2026-08-28,457.70001220703125,470.0,451.5,467.6499938964844,467.6499938964844,9337.0
2026-08-31,467.6499938964844,477.04998779296875,455.0,471.95001220703125,471.95001220703125,13571.0
2026-09-01,470.0,475.8999938964844,460.29998779296875,464.5,464.5,8887.0
2026-09-02,459.79998779296875,468.70001220703125,451.04998779296875,454.45001220703125,454.45001220703125,13107.0
2026-09-03,468.20001220703125,468.20001220703125,453.1000061035156,456.1000061035156,456.1000061035156,5421.0
2026-09-04,462.0,468.95001220703125,455.8500061035156,459.3500061035156,459.3500061035156,10145.0
2026-09-07,458.0,475.0,454.6000061035156,456.0,456.0,7709.0
2026-09-08,451.04998779296875,464.6499938964844,446.04998779296875,450.3999938964844,450.3999938964844,10266.0
2026-09-09,450.3999938964844,457.5,441.25,444.45001220703125,444.45001220703125,10030.0
2026-09-10,444.45001220703125,452.8999938964844,435.0,437.25,437.25,14410.0
2026-09-11,440.0,441.0,423.04998779296875,435.5,435.5,8801.0
2026-09-15,444.0,444.0,424.0,427.3999938964844,427.3999938964844,6437.0
