date,open,high,low,close,adjclose,volume
2021-09-15,560.0,577.4500122070312,559.0499877929688,573.1500244140625,573.1500244140625,25210.0
2021-09-16,579.9000244140625,609.8499755859375,573.0,596.1500244140625,596.1500244140625,37620.0
2021-09-17,600.0,601.0,563.6500244140625,575.9000244140625,575.9000244140625,36070.0
2021-09-20,575.9000244140625,575.9000244140625,559.25,564.25,564.25,12299.0
2021-09-21,563.6500244140625,575.0,547.9500122070312,557.4500122070312,557.4500122070312,21011.0
2021-09-22,559.0499877929688,572.0,556.8499755859375,562.4500122070312,562.4500122070312,8646.0
2021-09-23,565.0,589.9500122070312,563.0,576.5499877929688,576.5499877929688,23366.0
2021-09-24,577.5499877929688,597.5,567.3499755859375,588.2000122070312,588.2000122070312,21303.0
2021-09-27,595.0,595.0,578.2000122070312,579.9000244140625,579.9000244140625,8700.0
2021-09-28,580.7000122070312,594.5,561.5,566.9000244140625,566.9000244140625,13092.0
2021-09-29,567.25,576.8499755859375,562.4500122070312,567.9500122070312,567.9500122070312,6103.0
2021-09-30,571.1500244140625,580.4000244140625,560.0,565.0499877929688,565.0499877929688,11438.0
2021-10-01,567.25,571.0,563.25,566.0499877929688,566.0499877929688,13402.0
2021-10-04,575.0,614.0,569.0,601.3499755859375,601.3499755859375,51038.0
2021-10-05,602.0,621.9500122070312,600.0,610.0999755859375,610.0999755859375,47399.0
2021-10-06,616.0,631.75,596.0,599.9500122070312,599.9500122070312,26351.0
2021-10-07,601.5,620.0,601.5,609.5999755859375,609.5999755859375,25173.0
2021-10-08,618.25,625.0,599.7000122070312,611.5499877929688,611.5499877929688,43991.0
2021-10-11,623.5,632.7000122070312,613.0999755859375,622.9000244140625,622.9000244140625,36999.0
2021-10-12,611.1500244140625,724.7999877929688,611.1500244140625,705.25,705.25,403724.0
2021-10-13,717.2999877929688,789.0,707.0,716.4500122070312,716.4500122070312,252418.0
2021-10-14,719.7999877929688,719.7999877929688,690.5499877929688,702.0499877929688,702.0499877929688,52292.0
2021-10-18,703.0499877929688,724.0,681.0499877929688,689.0999755859375,689.0999755859375,67474.0
2021-10-19,690.0,699.4000244140625,660.0499877929688,668.8499755859375,668.8499755859375,65767.0
2021-10-20,660.0,671.5499877929688,630.0,640.3499755859375,640.3499755859375,57732.0
2021-10-21,648.4000244140625,664.7999877929688,626.0,630.4500122070312,630.4500122070312,49357.0
